Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,Combined_ARIA_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,carname
Datsun,Redi-Go,1.0 S,390000,999.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28.0,Petrol,1541.0,3429.0,1560.0,Hatchback,5.0,15.1,17.19,22.5,,5.0,185.0,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,1520.0,1525.0,80/155R13,80/155R13,Electric Power,No,No,No,68PS@5500rpm,91Nm@4250RPM,Digital,Analog,Digital,Yes,5.0,Fabric,Manual,2348.0,80/155R13,No,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,No,"With Remote, Internal",222.0,Yes,No,Yes,Digital,Front,Yes,Yes,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7,Yes,Driver & Front Passenger,Not Applicable,Air Conditioning with cooling only,No,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,No,No,1750.0,No,No,No,No,No,0.0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Datsun-Redi-Go
Datsun,Redi-Go,1.0 S Amt,437065,999.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,28.0,Petrol,1541.0,3429.0,1560.0,Hatchback,5.0,15.1,17.19,23.0,,5.0,185.0,Ventilated Disc,Drum,Double Pivot Arm,H-type Torsion Beam,1520.0,1525.0,155/80R13,155/80R13,Electric Power,Only Front Windows,No,Yes,68PS@5500rpm,91Nm@4250RPM,Digital,Analog,Digital,Yes,5.0,Fabric,Automatic,2348.0,155/80R13,No,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,No,"Internal, With Remote",222.0,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 Years/Unlimited Kms (Whichever comes earlier),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,No,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,No,Yes,No,1750.0,No,No,No,No,No,0.0,,No,Rear sensors,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Datsun-Redi-Go
Renault,Kwid,Rxe 0.8,353290,799.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1579.0,Hatchback,5.0,25.17,17.19,25.17,669 kg,6.0,184.0,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,1520.0,1525.0,165/70 R14,165/70 R14,No,No,No,No,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422.0,165/70 R14,No,No,Not on offer,No,No,"2 Years / 50,000 Kms (Whichever comes earlier)",No,Internal,300.0,No,No,Yes,Digital,Front,No,Front,Yes,,No,Internal,Digital,Manual,Digital,Yes,5.25,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,No,1750.0,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Renault-Kwid
Renault,Kwid,Std 0.8,283290,799.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1579.0,Hatchback,5.0,25.17,17.19,25.17,669 kg,5.0,184.0,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,1520.0,1525.0,165/70 R14,165/70 R14,No,No,No,No,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2442.0,165/70 R14,No,No,Not on offer,No,No,"2 Years / 50,000 Kms (Whichever comes earlier)",No,Internal,300.0,No,No,No,Digital,Front,No,Front,Yes,,No,Internal,Digital,Manual,Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Heater,Yes,No,Yes,No,No,No,Normal,No,No,No,No,No,No,No,Yes,No,No,1750.0,Driver frontal airbag,No,Yes,Yes,Yes,1.0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Renault-Kwid
Renault,Kwid,Rxl 0.8,383290,799.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1579.0,Hatchback,5.0,25.17,17.19,25.17,669 kg,5.0,184.0,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,1520.0,1525.0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,No,No,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422.0,165/70 R14,No,Yes,CD Player with USB & Aux-in,Yes,No,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300.0,Yes,Yes,Yes,Digital,Front,No,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.25,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,No,1750.0,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Renault-Kwid
Renault,Kwid,Rxt 0.8,413290,799.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1580.0,Hatchback,5.0,25.17,17.19,25.17,669 kg,5.0,184.0,Ventilated Disc,Drum,MacPherson Struts With Lower Transverse Links,Twist beam suspension with coil spring,1520.0,1525.0,165/70 R14,165/70 R14,Electric Power,No,No,No,54PS@5678rpm,72Nm@4386rpm,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422.0,165/70 R14,No,Yes,CD Player with USB & Aux-in,Yes,No,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300.0,Yes,No,Yes,Digital,Front,No,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.25,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,No,1750.0,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,No,No,No,Yes,No,No,No,Touch Sensitive,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Renault-Kwid
Renault,Kwid,Rxt 1.0,433290,999.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1579.0,Hatchback,5.0,25.17,17.19,23.01,669 kg,5.0,184.0,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,1520.0,1525.0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,No,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422.0,165/70 R14,No,Yes,CD Player with USB & Aux-in,Yes,No,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300.0,No,Yes,Yes,Digital,Front,No,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,No,1750.0,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,No,Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Renault-Kwid
Renault,Kwid,Climber 1.0 Mt,454490,999.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1579.0,Hatchback,5.0,25.17,17.19,23.01,669 kg,5.0,184.0,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,1520.0,1525.0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,No,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422.0,165/70 R14,No,Yes,CD Player with USB & Aux-in,Yes,No,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300.0,No,Yes,Yes,Digital,Front,No,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,Front Row,1750.0,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,No,Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Renault-Kwid
Renault,Kwid,Rxt Amt 1.0,463290,999.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1579.0,Hatchback,5.0,25.17,17.19,24.04,669 kg,5.0,184.0,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,1520.0,1525.0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,No,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5.0,Fabric,Automatic,2422.0,165/70 R14,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,No,,Yes,Internal,300.0,Yes,Yes,Yes,Digital,Front,No,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,Front Row,1750.0,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,No,Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Renault-Kwid
Renault,Kwid,Climber Amt 1.0,484490,999.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1579.0,Hatchback,5.0,25.17,17.19,24.04,669 kg,5.0,184.0,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,1520.0,1525.0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,No,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5.0,Fabric,Automatic,2422.0,165/70 R14,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,No,,Yes,Internal,300.0,Yes,Yes,Yes,Digital,Front,No,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,Front Row,1750.0,Driver frontal airbag,Yes,Yes,Yes,Yes,1.0,,No,Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Renault-Kwid
Renault,Kwid,Rxt (O) 1.0,440990,999.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1579.0,Hatchback,5.0,25.17,17.19,23.01,669 kg,5.0,184.0,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,1520.0,1525.0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,No,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422.0,165/70 R14,No,Yes,CD Player with USB & Aux-in,Yes,No,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300.0,No,Yes,Yes,Digital,Front,No,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,No,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,No,Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Renault-Kwid
Renault,Kwid,Rxt (O) Amt 1.0,470990,999.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1579.0,Hatchback,5.0,25.17,17.19,23.01,669 kg,5.0,184.0,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,1520.0,1525.0,165/70 R14,165/70 R14,Electric Power,Only Front Windows,No,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Automatic,2422.0,165/70 R14,No,Yes,CD Player with USB & Aux-in,Yes,No,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300.0,No,Yes,Yes,Digital,Front,No,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,No,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,No,Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Renault-Kwid
Renault,Kwid,Climber (O) Mt 1.0,462190,999.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1579.0,Hatchback,5.0,25.17,17.19,23.01,669 kg,5.0,184.0,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,1520.0,1525.0,165/70 R14,165/70 R14,Electric Power,All Windows,No,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Not on offer,Yes,5.0,Fabric,Manual,2422.0,165/70 R14,No,Yes,CD Player with USB & Aux-in,Yes,No,"2 Years / 50,000 Kms (Whichever comes earlier)",Yes,Internal,300.0,No,Yes,Yes,Digital,Front,No,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,Front Row,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,No,Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Renault-Kwid
Renault,Kwid,Climber (O) Amt 1.0,492190,999.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,28.0,Petrol,1490.0,3731.0,1579.0,Hatchback,5.0,25.17,17.19,24.04,669 kg,5.0,184.0,Ventilated Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,1520.0,1525.0,165/70 R14,165/70 R14,Electric Power,All Windows,No,Remote,68PS@5500rpm,91Nm@4250RPM,Digital,Digital,Digital,Yes,5.0,Fabric,Automatic,2422.0,165/70 R14,No,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,No,,Yes,Internal,300.0,Yes,Yes,Yes,Digital,Front,No,Front,Yes,,Yes,Internal,Digital,Manual,Digital,Yes,5.25,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,Front Row,1750.0,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,No,Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Renault-Kwid
Maruti Suzuki,Eeco,5 Str,352136,1196.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40.0,Petrol,1800.0,3675.0,1475.0,MPV,5.0,12.0,15.0,15.0,920 kg,5.0,160.0,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280.0,1290.0,155 R13 LT,155 R13 LT,No,No,No,No,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2350.0,155 R13 LT,No,No,Not on offer,No,No,2 years /40000 Kms (years/distance whichever comes first),No,Internal,400.0,No,No,Yes,Digital,Not on offer,No,No,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",No,Manual,Digital,Manual,Analog + Digital,Yes,4.5,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,No,No,No,No,No,Normal,No,Yes,No,Yes,No,No,No,Yes,No,No,1510.0,Driver frontal airbag,No,Yes,No,No,1.0,9.9,Rake,Rear sensors,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Maruti Suzuki-Eeco
Maruti Suzuki,Eeco,7 Str,380573,1196.0,4.0,4.0,FWD (Front Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40.0,Petrol,1800.0,3675.0,1475.0,MPV,5.0,12.0,15.0,15.0,940 kg,5.0,160.0,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280.0,1290.0,155 R13 LT,155 R13 LT,No,No,No,No,74PS@6000RPM,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,7.0,Fabric,Manual,2350.0,155 R13 LT,No,No,Not on offer,No,No,2 years /40000 Kms (years/distance whichever comes first),No,Internal,250.0,No,No,Yes,Digital,Not on offer,No,No,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",No,Internal,Digital,Manual,Analog + Digital,Yes,4.5,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,No,No,No,No,No,Normal,No,Yes,No,Yes,No,No,No,Yes,No,No,1540.0,Driver frontal airbag,No,Yes,No,No,1.0,9.9,Rake,Rear sensors,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Maruti Suzuki-Eeco
Maruti Suzuki,Eeco,5 Str With Ac+Htr,392967,1196.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40.0,Petrol,1800.0,3675.0,1475.0,MPV,5.0,11.0,15.0,15.0,928 kg,5.0,160.0,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280.0,1290.0,155 R13 LT,155 R13 LT,No,No,No,No,73PS@6000rpm,101Nm@3000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2350.0,155 R13 LT,No,No,Not on offer,No,No,2 years /40000 Kms (years/distance whichever comes first),No,Internal,400.0,No,No,Yes,Digital,Not on offer,No,No,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",No,Manual,Digital,Manual,Analog + Digital,Yes,4.5,Yes,Co-Driver Only,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,No,Normal,No,No,No,No,No,No,No,No,No,No,1510.0,No,No,No,No,No,0.0,9.9,Rake,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Maruti Suzuki-Eeco
Maruti Suzuki,Eeco,5 Str With Ac+Htr Cng,466057,1196.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40.0,CNG,1800.0,3675.0,1475.0,MPV,5.0,15.1,17.19,20.0,1050 kg,5.0,160.0,Ventilated Disc,Drum,McPherson Strut,3 Link Rigid,1280.0,1290.0,155 R13 LT,155 R13 LT,No,No,No,No,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2350.0,155 R13 LT,No,No,Not on offer,No,No,2 years /40000 Kms (years/distance whichever comes first),No,Internal,400.0,No,No,Yes,Digital,Not on offer,No,No,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",No,Manual,Digital,Manual,Analog + Digital,Yes,4.5,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,No,Normal,No,Yes,No,Yes,No,No,No,Yes,No,No,1510.0,Driver frontal airbag,No,Yes,No,No,1.0,9.9,Rake,Rear sensors,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Maruti Suzuki-Eeco
Maruti Suzuki,Eeco,5 Str With Htr Cng,425255,1196.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,BS 6,"Front, Longitudinal",Injection,40.0,CNG,1800.0,3675.0,1475.0,MPV,5.0,15.1,17.19,20.0,1030 kg,5.0,160.0,Ventilated Disc,Drum,McPherson struts,3 Link Rigid,1280.0,1290.0,155 R13 LT,155 R13 LT,No,No,No,No,62PS@6000rpm,85Nm@3000rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2350.0,155 R13 LT,No,No,Not on offer,No,No,2 years /40000 Kms (years/distance whichever comes first),No,Internal,400.0,No,No,Yes,Digital,Not on offer,No,No,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",No,Manual,Digital,Manual,Analog + Digital,Yes,4.5,No,Driver & Front Passenger,Not Applicable,Heater,Yes,No,No,No,No,No,Normal,No,Yes,No,Yes,No,No,No,Yes,No,No,1510.0,Driver frontal airbag,No,Yes,No,No,1.0,9.9,Rake,Rear sensors,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Maruti Suzuki-Eeco
Maruti Suzuki,Alto K10,Lxi,377588,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1475.0,3545.0,1490.0,Hatchback,5.0,14.0,17.0,24.07,745 kg,5.0,160.0,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295.0,1290.0,155/65R13,155/65R13,Yes,No,No,No,68PS@6000rpm,90Nm@3500rpm,Digital,Analog,Not on offer,Yes,5.0,Fabric,Manual,2360.0,155/65R13,No,No,Not on offer,No,No,2 years /40000 Kms (years/distance whichever comes first),No,Internal,177.0,No,No,Yes,Digital,Front,No,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",No,Internal,Digital,Manual,Analog + Digital,Yes,4.6,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,No,Normal,Yes,No,Yes,No,No,No,No,Yes,No,No,1210.0,Driver frontal airbag,No,Yes,No,No,1.0,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Maruti Suzuki-Alto K10
Maruti Suzuki,Alto K10,Vxi,394036,998.0,3.0,4.0,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,35.0,Petrol,1475.0,3545.0,1490.0,Hatchback,5.0,14.0,17.0,24.07,750 kg,5.0,160.0,Ventilated Disc,Drum,Gas Filled Mc Pherson Strut,3-link rigid axle Suspension,1295.0,1290.0,155/65R13,155/65R13,Yes,Only Front Windows,No,No,68PS@6200rpm,90Nm@3500rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2360.0,155/65R13,No,Yes,CD/MP3 Player,No,No,2 years /40000 Kms (years/distance whichever comes first),No,Internal,177.0,Yes,Yes,Yes,Digital,Front,No,Front,Yes,"3rd/4th year/up to 80,000 Kms (whichever comes first)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.6,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,No,No,No,No,No,Normal,Yes,No,Yes,No,No,No,No,Yes,Yes,No,1210.0,Driver frontal airbag,No,Yes,Yes,Yes,1.0,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Maruti Suzuki-Alto K10
